	Pro1	Pro2	Pro3	R2F01	R2F16
PB.1703.915	1	2	1	3	1
PB.1703.945	2	1	1	2	1
PB.1703.965	19	18	5	35	23
PB.1703.1009	1	2	3	4	6
PB.1703.1013	2	1	1	1	1
PB.1703.1078	9	2	6	6	4
PB.1703.1091	10	3	1	8	6
PB.1703.1106	75	37	18	97	155
PB.1703.1126	16	5	5	13	12
PB.1703.1160	15	15	1	29	15
PB.1703.1291	12	7	3	9	11
PB.1703.1297	7	3	2	10	4
PB.1703.1323	13	10	7	15	16
PB.1703.1327	16	8	5	27	22
PB.1703.1336	3	3	1	4	1
PB.1703.1338	11	6	3	16	6
PB.1703.1344	15	7	2	11	23
PB.1703.1370	3	2	1	10	2
PB.1703.1380	42	15	6	32	24
PB.1703.1382	26	8	4	20	8
PB.1703.1383	2	2	2	5	1
PB.1703.1407	2	1	2	3	2
PB.1703.1412	6	3	1	4	1
PB.1703.1452	4	6	1	11	3
PB.1703.1457	9	5	2	3	3
PB.1703.1465	3	4	1	2	1
PB.1703.1474	27	18	4	37	29
PB.1703.1483	8	5	4	11	16
PB.1703.1487	11	11	2	12	17
PB.1703.1493	2	3	1	2	2
PB.1703.1559	2	5	1	3	4
PB.1703.1564	6	3	2	6	12
PB.1703.1581	10	1	1	4	3
PB.1703.1610	9	11	3	10	7
PB.1703.1611	68	26	33	25	20
PB.1703.1612	130	44	72	141	136
PB.1703.1615	23	5	7	15	5
PB.1703.1619	9	3	3	7	7
PB.1703.1621	25	8	2	6	3
PB.1703.1623	19	3	6	11	9
PB.1703.1628	34	15	7	46	61
PB.1703.1631	10	2	1	1	3
PB.1703.1666	11	3	1	10	10
PB.1703.1733	9	5	3	7	7
PB.1703.1740	3	2	1	7	6
PB.1703.1767	4	4	1	8	3
PB.1703.1773	13	8	3	15	6
PB.1703.1786	2	1	1	2	3
PB.1703.1792	41	21	13	40	15
PB.1703.1796	1	6	2	2	5
PB.1703.1811	4	1	1	5	4
PB.1703.1824	560	205	179	461	445
PB.1703.1825	7	2	6	11	9
PB.1703.1827	20	13	10	11	11
PB.1703.1830	4	1	2	2	3
PB.1703.1831	27	5	5	12	4
PB.1703.1836	47	19	12	48	35
PB.1703.1852	6	1	1	4	7
PB.1703.1867	9	2	1	2	1
PB.1703.1954	7	4	1	2	4
PB.1703.1980	304	82	116	354	487
PB.1703.1996	1	1	4	2	2
PB.1703.2025	2	3	1	1	1
PB.1703.2134	1	3	5	7	22
PB.1703.2202	6	3	2	8	2
PB.1718.2	14	5	5	2	12
PB.1718.3	8	5	1	5	3
PB.1718.4	70	22	22	24	31
PB.1718.5	31	11	10	15	14
PB.1718.6	2	2	1	6	5
PB.1718.7	10	11	2	7	6
PB.1718.9	54	24	8	35	52
PB.1718.10	53	7	5	15	13
PB.1718.11	103	11	11	14	37
PB.1718.12	843	273	302	560	650
PB.1718.15	6	1	1	1	4
PB.1718.18	154	23	44	59	67
PB.1718.19	10	8	2	2	2
PB.1718.22	326	170	8	347	193
PB.1718.23	28	7	13	19	31
PB.1718.24	15	6	3	5	5
PB.1718.28	22	12	11	7	8
PB.1718.40	4	5	1	1	1
PB.1718.135	2	5	2	6	1
PB.1720.4	26	21	3	18	10
PB.1721.18	3	2	2	4	1
PB.1721.44	31	17	16	51	59
PB.1721.55	10	12	1	7	12
PB.1721.59	4	3	1	1	2
PB.1721.61	8	2	2	2	3
PB.1721.66	127	50	31	182	216
PB.1721.68	83	51	43	109	99
PB.1721.72	10	8	1	18	26
PB.1721.74	8	3	1	6	10
PB.1721.75	12	4	5	3	7
PB.1721.86	3	1	2	5	2
PB.1721.117	9	1	1	5	3
PB.1721.129	3	5	1	2	8
PB.1721.131	5	1	1	2	3
PB.1721.136	1	1	2	6	2
PB.1721.139	398	124	131	227	277
PB.1721.141	35	8	14	25	27
PB.1721.142	14	6	2	7	7
PB.1721.143	52	10	14	20	35
PB.1721.144	8	3	2	5	8
PB.1721.151	1	4	1	1	1
PB.1721.182	2	1	1	2	3
PB.1721.198	166	77	42	177	194
PB.1721.236	10	1	2	2	1
PB.1721.244	26	11	4	13	14
PB.1721.251	216	69	105	197	174
PB.1721.253	15	11	13	21	19
PB.1721.258	6	2	3	2	5
PB.1721.299	29	13	2	19	8
PB.1721.300	36	9	11	15	13
PB.1721.313	10	4	4	8	3
PB.1721.315	12	6	4	4	2
PB.1721.317	9	8	4	19	23
PB.1721.318	34	10	14	32	58
PB.1721.334	345	85	87	123	145
PB.1721.335	6	3	3	1	6
PB.1721.336	10	1	1	5	1
PB.1721.339	6	2	3	9	2
PB.1721.348	9	1	4	3	1
PB.1721.375	26	7	9	12	16
PB.1721.384	10	4	1	4	5
PB.1721.388	140	20	15	20	30
PB.1721.395	6	1	1	5	6
PB.1721.397	3	3	1	1	3
PB.1721.412	21	4	6	5	5
PB.1721.416	6	1	3	4	1
PB.1721.423	31	16	2	25	22
PB.1721.430	16	5	1	9	6
PB.1721.440	4	2	1	1	2
PB.1721.446	9	1	3	4	2
PB.1721.447	5	1	1	2	3
PB.1721.460	11	5	1	4	5
PB.1721.463	626	186	280	643	362
PB.1721.465	134	74	46	68	111
PB.1721.466	6	4	5	1	2
PB.1721.467	18	11	3	32	26
PB.1721.471	5	7	3	2	4
PB.1721.497	3	3	1	2	2
PB.1721.500	34	9	17	12	27
PB.1721.542	3	1	2	5	3
PB.1721.545	5	1	2	5	3
PB.1721.546	46	9	8	62	22
PB.1721.553	43	26	17	30	47
PB.1745.22	11	2	1	1	2
PB.1770.10	17	6	3	25	50
PB.1770.37	9	3	3	3	12
PB.1770.81	6	1	1	12	11
PB.1770.84	6	2	3	1	8
PB.1770.102	8	2	2	7	5
PB.1770.135	15	5	2	5	3
PB.1771.2	6	2	1	4	3
PB.1785.2	11	2	3	8	6
PB.1789.6	26	6	4	64	93
PB.1789.9	63	12	6	47	39
PB.1789.11	12	2	1	8	8
PB.1789.18	10	2	2	8	12
PB.1789.43	21	1	3	31	35
PB.1789.61	2	1	1	2	2
PB.1789.118	2	2	2	4	5
PB.1789.126	9	2	1	4	4
PB.1789.183	8	2	1	6	8
PB.1789.214	4	2	1	11	5
PB.1789.216	7	3	1	16	26
PB.1807.2	19	4	2	9	21
PB.1807.7	8	1	2	4	6
PB.1807.9	42	11	7	41	76
PB.1807.17	9	1	2	3	3
PB.1807.19	45	8	7	21	23
PB.1807.24	54	11	16	15	34
PB.1807.29	5	1	1	2	4
PB.1807.33	5	1	1	1	5
PB.1807.54	16	4	1	10	17
PB.1807.91	7	2	1	9	15
PB.1807.105	11	1	2	5	6
PB.1807.160	3	2	1	4	2
PB.1807.197	12	5	3	13	28
PB.1811.1	28	4	1	2	19
PB.1813.1	7	1	3	6	5
PB.1813.5	1	1	1	1	1
PB.1815.21	60	18	9	32	65
PB.1815.76	18	2	2	5	1
PB.1815.78	58	7	14	52	16
PB.1815.79	54	5	5	37	14
PB.1817.21	14	10	5	13	4
PB.1819.1	4	1	2	1	4
PB.1829.1	112	25	33	33	22
PB.1829.2	1500	649	475	1361	1372
PB.1829.5	892	394	310	1005	1065
PB.1829.6	6	1	3	4	3
PB.1829.7	27	10	13	124	100
PB.1829.10	161	85	19	232	199
PB.1829.11	348	126	119	345	352
PB.1829.13	8	3	1	19	5
PB.1829.14	12	4	1	5	2
PB.1829.15	11	13	13	10	7
PB.1829.16	45	11	8	36	29
PB.1829.17	31	4	9	75	76
PB.1829.20	18	8	7	50	43
PB.1829.22	12	4	2	5	1
PB.1829.25	32	10	8	21	15
PB.1829.26	58	24	16	28	25
PB.1829.28	9	4	1	19	9
PB.1829.29	6	1	2	2	2
PB.1829.34	22	13	4	17	25
PB.1829.36	91	29	13	93	115
PB.1829.43	12	3	5	17	10
PB.1829.47	14	5	1	2	1
PB.1829.53	199	109	50	407	359
PB.1829.57	7	1	2	10	5
PB.1829.59	41	10	4	38	25
PB.1829.89	19	3	2	3	5
PB.1829.105	30	16	2	21	39
PB.1829.106	17	3	4	8	12
PB.1829.130	5	2	2	6	4
PB.1829.159	5	1	2	5	4
PB.1829.170	11	6	2	23	6
PB.1829.182	2	4	2	12	14
PB.1829.218	22	4	2	13	16
PB.1829.281	26	11	8	42	19
PB.1829.282	10	1	2	16	15
PB.1829.347	6	1	1	1	2
PB.1829.369	13	1	1	4	4
PB.1829.378	12	10	1	12	12
PB.1829.382	4	3	2	1	1
PB.1829.402	10	5	2	3	10
PB.1829.435	7	4	1	2	1
PB.1829.456	5	2	2	1	1
PB.1829.462	10	2	3	2	4
PB.1829.465	11	1	1	4	7
PB.1829.499	19	9	5	24	25
PB.1829.514	2	3	1	11	1
PB.1829.568	17	5	3	24	18
PB.1829.584	53	10	17	13	7
PB.1829.586	33	11	13	50	27
PB.1829.587	205	31	79	68	59
PB.1829.590	31	10	5	49	16
PB.1829.592	6	1	1	2	1
PB.1829.594	5	3	1	12	3
PB.1829.596	157	15	70	51	22
PB.1829.597	59	27	23	37	49
PB.1829.598	85	23	44	100	48
PB.1829.601	12	6	4	16	16
PB.1829.603	4	1	2	4	2
PB.1829.604	248	146	120	358	465
PB.1829.605	10	2	4	9	4
PB.1829.607	8	1	1	8	1
PB.1829.608	13	4	2	4	2
PB.1829.610	28	15	10	22	21
PB.1829.617	2	2	4	8	8
PB.1829.625	6	3	3	15	7
PB.1829.631	25	10	2	46	20
PB.1829.634	18	7	2	13	7
PB.1829.635	12	3	7	51	17
PB.1829.647	16	3	4	2	7
PB.1829.648	8	1	2	11	3
PB.1829.653	6	1	3	5	6
PB.1829.664	10	7	5	22	17
PB.1829.676	92	64	44	178	96
PB.1829.741	3	1	3	3	2
PB.1829.747	5	2	1	7	2
PB.1829.752	5	1	1	12	2
PB.1829.802	7	1	1	6	8
PB.1829.805	8	3	1	10	5
PB.1829.807	10	3	1	15	8
PB.1829.826	10	4	1	39	12
PB.1829.841	5	1	1	6	3
PB.1829.846	8	2	1	7	3
PB.1829.860	10	6	1	18	10
PB.1829.863	17	5	1	39	15
PB.1829.871	6	2	2	5	3
PB.1829.872	12	6	2	64	24
PB.1829.873	11	2	1	11	9
PB.1829.874	6	1	1	8	1
PB.1829.876	17	1	2	15	6
PB.1829.877	11	5	3	33	12
PB.1829.886	10	1	1	11	3
PB.1829.892	16	4	8	36	21
PB.1829.929	7	4	1	6	5
PB.1829.945	18	6	6	36	17
PB.1829.957	7	3	1	17	16
PB.1829.999	7	2	2	6	1
PB.1829.1002	4	2	1	1	1
PB.1829.1007	8	5	1	9	17
PB.1829.1021	9	1	1	5	5
PB.1829.1026	8	4	2	49	11
PB.1829.1031	17	3	1	37	6
PB.1829.1039	3	2	1	28	10
PB.1829.1059	1	3	1	10	2
PB.1829.1078	10	2	1	42	14
PB.1829.1117	3	2	1	3	1
PB.1829.1120	5	6	1	17	5
PB.1829.1125	7	2	3	19	3
PB.1829.1158	2	2	2	7	1
PB.1829.1179	8	2	4	21	5
PB.1829.1222	5	2	2	18	6
PB.1829.1227	3	3	2	7	5
PB.1829.1257	31	7	7	22	10
PB.1829.1271	11	2	3	5	5
PB.1829.1276	6	1	1	2	1
PB.1829.1301	2	2	4	5	2
PB.1829.1321	1	2	2	14	5
PB.1829.1326	8	7	1	8	6
PB.1829.1330	1	1	1	3	5
PB.1829.1341	6	4	2	15	4
PB.1829.1347	2	2	1	16	2
PB.1832.18	3	1	2	4	1
PB.1832.30	10	2	1	8	5
PB.1832.76	23	8	11	108	21
PB.1832.90	3	4	3	9	1
PB.1832.109	2	3	4	22	3
PB.1832.117	2	2	2	13	4
PB.1832.120	9	3	1	14	5
PB.1832.131	2	1	1	3	1
PB.1832.140	11	4	3	14	4
PB.1832.145	15	9	6	33	9
PB.1832.170	2	2	2	18	3
PB.1853.2	5	5	3	17	1
PB.1853.6	2	3	3	15	2
PB.1853.16	2	1	2	10	1
PB.1853.23	2	3	3	6	1
PB.1853.45	6	23	4	33	3
PB.1877.1	8	4	1	3	4
PB.1877.23	19	1	1	3	2
PB.1877.45	5	2	2	1	4
PB.1877.46	5	2	1	5	2
PB.1877.50	4	1	1	2	2
PB.1877.55	2	5	2	3	11
PB.1877.62	66	34	11	90	29
PB.1877.92	17	6	1	18	13
PB.1877.93	14	5	3	5	8
PB.1877.97	10	2	5	4	12
PB.1877.98	7	3	4	4	8
PB.1877.105	4	4	2	4	2
PB.1877.113	31	14	7	32	12
PB.1877.114	1	1	1	1	1
PB.1877.146	9	1	4	8	12
PB.1877.177	9	9	5	25	17
PB.1877.188	34	16	13	55	13
PB.1877.212	8	7	5	12	14
PB.1877.226	21	9	4	14	11
PB.1877.249	1314	499	437	1810	2426
PB.1877.250	105	28	39	42	79
PB.1877.251	30	10	8	32	22
PB.1877.253	107	41	30	132	172
PB.1877.254	26	6	7	21	18
PB.1877.255	23	10	8	21	26
PB.1877.261	25	4	3	16	26
PB.1877.263	24	8	11	47	56
PB.1877.266	37	8	14	27	49
PB.1877.267	55	7	14	49	40
PB.1877.268	14	4	4	17	52
PB.1877.272	56	17	6	79	181
PB.1877.276	104	52	27	120	173
PB.1877.423	4	1	1	1	1
PB.1877.485	17	3	7	23	25
PB.1877.564	6	2	1	12	13
PB.1878.85	3	2	1	9	9
PB.1878.90	400	158	146	720	765
PB.1878.92	10	4	1	8	9
PB.1878.142	295	93	101	358	496
PB.1878.167	348	94	107	642	552
PB.1878.177	3	2	2	10	8
PB.1878.206	101	20	19	52	50
PB.1878.222	136	37	26	39	78
PB.1878.235	112	13	7	26	34
PB.1878.244	480	130	97	166	298
PB.1878.246	8	3	1	8	5
PB.1878.264	16	5	2	15	19
PB.1878.265	210	56	48	139	210
PB.1878.274	7	1	1	6	2
PB.1878.275	40	7	3	26	54
PB.1878.283	33	7	4	39	34
PB.1878.289	8	2	2	1	4
PB.1878.292	66	23	20	63	60
PB.1878.293	20	12	9	27	17
PB.1878.325	37	4	1	14	18
PB.1878.352	250	134	83	667	1168
PB.1878.353	245	77	154	732	2479
PB.1878.359	24	8	13	41	33
PB.1878.361	11	1	4	11	25
PB.1878.363	25	10	6	27	27
PB.1878.366	9	2	6	14	28
PB.1878.464	22	5	12	20	48
PB.1878.476	34	11	10	49	58
PB.1878.477	67	14	52	142	347
PB.1878.480	23	5	2	10	10
PB.1878.483	1	1	1	1	3
PB.1878.509	43	22	6	55	53
PB.1878.510	23	1	8	26	117
PB.1878.524	33	9	7	21	26
PB.1878.525	28	4	3	28	24
PB.1878.526	5	6	1	10	10
PB.1878.529	4	3	1	2	2
PB.1878.533	7	3	1	2	6
PB.1878.541	193	94	44	248	463
PB.1878.542	215	101	82	148	401
PB.1878.544	48	12	11	53	56
PB.1878.545	10	5	2	14	20
PB.1878.547	13	7	1	16	17
PB.1878.548	26	10	15	55	74
PB.1878.577	9	8	1	17	20
PB.1878.579	2	1	2	3	2
PB.1878.581	19	8	3	18	17
PB.1878.586	7	1	3	7	4
PB.1878.587	5	5	4	8	11
PB.1878.591	818	240	221	543	484
PB.1878.592	30	11	4	32	19
PB.1878.593	15	7	1	9	6
PB.1878.595	13	2	3	9	6
PB.1878.614	23	2	6	33	19
PB.1878.619	234	46	98	463	369
PB.1878.621	1	1	1	3	3
PB.1878.625	8	1	2	10	4
PB.1878.637	108	19	16	41	21
PB.1878.638	49	10	6	16	9
PB.1878.644	17	1	3	4	2
PB.1878.646	23	3	2	5	2
PB.1878.650	140	21	19	78	155
PB.1878.658	12	11	7	17	33
PB.1878.707	6	6	1	14	60
PB.1878.715	7	7	3	21	41
PB.1878.723	7	2	4	6	3
PB.1878.728	12	2	2	5	10
PB.1878.731	7	4	1	4	1
PB.1878.736	9	3	2	9	7
PB.1878.742	10	4	2	17	11
PB.1878.748	14	8	4	8	15
PB.1878.752	1	2	1	1	3
PB.1878.784	12	4	2	19	19
PB.1878.796	8	2	1	6	6
PB.1878.799	21	8	3	16	18
PB.1878.808	30	7	6	12	18
PB.1878.814	1	1	1	4	5
PB.1878.821	6	1	2	8	11
PB.1878.831	24	11	6	15	9
PB.1878.835	11	2	2	4	8
PB.1878.882	9	4	1	7	10
PB.1878.883	2	3	4	3	3
PB.1878.897	9	1	1	7	7
PB.1878.905	4	2	4	9	5
PB.1878.917	10	3	3	13	26
PB.1878.969	3	1	1	2	4
PB.1878.998	2	1	1	1	2
PB.1878.1020	9	6	1	15	7
PB.1878.1045	27	9	1	16	20
PB.1878.1057	8	2	2	15	14
PB.1878.1062	1	1	1	4	6
PB.1878.1080	26	5	5	20	30
PB.1878.1096	6	1	1	2	2
PB.1878.1193	12	5	7	8	15
PB.1878.1195	5	5	2	2	4
PB.1878.1228	6	2	1	5	2
PB.1878.1234	16	7	6	22	15
PB.1878.1241	18	6	6	16	8
PB.1880.1	5	2	1	2	2
PB.1882.2	4	3	1	1	1
PB.1883.29	6	8	4	6	8
PB.1883.59	12	10	8	23	6
PB.1883.64	6	2	3	8	5
PB.1883.70	2	2	1	5	1
PB.1883.73	1	1	1	8	1
PB.1883.94	5	2	2	6	2
PB.1883.97	4	2	4	1	2
PB.1888.1	4	1	1	3	2
PB.1888.6	147	42	65	41	48
PB.1888.8	197	74	85	143	138
PB.1888.9	23	1	5	13	9
PB.1888.10	13	6	9	26	16
PB.1888.12	96	47	23	72	124
PB.1888.13	15	4	4	20	7
PB.1888.15	8	2	1	4	8
PB.1888.17	23	3	4	1	2
PB.1888.20	30	11	5	36	25
PB.1888.23	13	7	4	9	4
PB.1888.27	3	2	3	2	1
PB.1888.28	5	3	3	9	11
PB.1888.29	23	4	8	17	9
PB.1888.35	67	28	10	71	103
PB.1888.44	8	3	2	14	16
PB.1888.64	8	3	3	6	9
PB.1888.84	5	5	1	4	4
PB.1888.112	1	2	1	3	4
PB.1888.116	11	5	7	8	6
PB.1888.122	6	1	2	4	5
PB.1888.125	3	9	3	7	3
PB.1888.128	14	4	1	10	11
PB.1888.222	7	2	6	10	9
PB.1888.225	9	2	1	4	14
PB.1888.270	25	9	3	17	12
PB.1888.314	22	13	6	38	71
PB.1888.325	2	1	1	7	4
PB.1888.327	5	2	1	9	7
PB.1888.329	11	3	1	3	3
PB.1888.392	4	2	1	5	1
PB.1888.418	28	2	4	2	3
PB.1888.421	83	31	22	74	88
PB.1888.426	1	2	1	1	2
PB.1888.439	2	1	1	1	1
PB.1888.487	1	1	1	5	1
PB.1888.518	8	1	1	10	1
PB.1888.589	54	29	15	35	82
PB.1888.703	1	3	1	4	8
PB.1888.713	1	3	2	3	3
PB.1888.715	4	2	2	8	3
PB.1888.739	1	1	2	2	4
PB.1888.770	2	1	1	3	4
PB.1888.783	4	1	1	7	3
PB.1888.802	4	11	3	10	5
PB.1888.803	7	8	2	9	27
PB.1896.2	5	2	5	7	5
PB.1896.11	9	4	1	10	27
PB.1896.16	8	6	1	6	1
PB.1896.22	44	19	13	34	28
PB.1896.31	93	34	12	49	80
PB.1896.35	5	5	4	6	2
PB.1896.49	255	100	55	144	232
PB.1896.135	7	2	3	5	3
PB.1897.17	3	1	1	2	7
PB.1897.27	7	7	3	5	5
PB.1897.31	10	3	7	4	3
PB.1899.1	27	3	10	15	6
PB.1899.2	209	85	77	273	238
PB.1899.3	31	5	9	19	14
PB.1899.4	11	2	6	9	8
PB.1899.6	5	5	3	3	8
PB.1899.7	23	3	7	22	13
PB.1899.8	5	1	4	6	7
PB.1899.22	6	2	3	1	2
PB.1899.24	1	1	1	3	2
PB.1899.37	3	1	1	2	1
PB.1902.1	12	3	5	9	12
PB.1902.2	3	1	1	2	4
PB.1908.12	2	2	1	3	4
PB.1913.15	6	1	8	6	8
PB.1913.30	44	12	23	51	37
PB.1913.53	10	5	8	4	3
PB.1915.9	27	9	7	46	53
PB.1915.84	27	15	10	32	26
PB.1915.94	17	12	1	15	13
PB.1915.101	35	18	13	31	37
PB.1915.112	58	31	13	30	38
PB.1915.113	9	3	2	7	4
PB.1915.122	21	7	6	8	3
PB.1915.129	1	1	1	2	2
PB.1915.154	14	2	4	2	4
PB.1915.164	14	8	3	5	6
PB.1915.176	310	112	118	112	189
PB.1915.223	18	6	6	9	9
PB.1915.233	5680	1964	3252	2708	4005
PB.1915.235	261	113	60	96	159
PB.1915.236	377	140	50	182	321
PB.1915.238	5	3	2	8	12
PB.1915.239	5	3	1	1	4
PB.1915.249	30	8	11	26	44
PB.1915.250	9	2	1	1	2
PB.1915.253	16	7	5	8	3
PB.1915.256	6	3	1	5	7
PB.1915.261	48	3	4	30	68
PB.1915.265	6	3	4	6	11
PB.1915.273	5	5	4	1	2
PB.1915.274	5	1	4	2	7
PB.1915.279	4	1	1	17	65
PB.1915.295	9	3	8	2	9
PB.1915.558	369	91	141	93	140
PB.1915.559	4	1	1	2	2
PB.1915.585	1	2	1	1	3
PB.1915.588	2113	338	475	99	212
PB.1915.590	18	1	1	1	5
PB.1915.593	11	1	3	6	7
PB.1915.617	23	3	7	2	2
PB.1915.622	53	4	18	3	13
PB.1915.628	4	3	2	1	1
PB.1915.669	6	1	1	2	12
PB.1915.679	42	18	4	57	109
PB.1915.693	24	5	3	52	58
PB.1915.823	2	1	1	2	1
PB.1915.1161	11	12	6	14	12
PB.1923.1	3	2	4	6	2
PB.1924.1	24	15	14	19	11
PB.1925.19	11	2	5	12	8
PB.1925.46	36	24	17	61	81
PB.1925.59	1	1	1	1	3
PB.1925.61	15	10	13	19	11
PB.1925.66	3	2	1	6	5
PB.1925.80	4	2	2	8	4
PB.1925.121	2	1	2	3	4
PB.1925.298	5	1	1	2	6
PB.1925.317	8	4	1	5	4
PB.1925.323	26	7	3	14	18
PB.1925.325	2	1	1	3	1
PB.1926.3	11	7	8	7	14
PB.1926.15	4	1	4	2	2
PB.1926.17	13	6	2	17	49
PB.1926.24	5	1	2	3	2
PB.1926.25	10	1	3	5	9
PB.1926.36	9	3	4	5	1
PB.1926.37	20	8	4	7	15
PB.1926.41	16	4	4	9	7
PB.1926.44	5	1	1	4	1
PB.1926.69	8	9	3	24	21
PB.1926.105	1	1	1	1	1
PB.1926.114	21	5	7	15	19
PB.1926.137	6	3	11	40	12
PB.1926.158	837	258	243	1073	1182
PB.1926.164	13	1	4	3	9
PB.1926.193	4	1	1	2	1
PB.1926.204	18	2	2	14	12
PB.1926.205	28	3	2	72	37
PB.1926.209	41	6	4	59	131
PB.1926.212	9	4	1	5	25
PB.1926.320	14	1	3	2	10
PB.1926.333	2	2	2	1	2
PB.1926.335	5	3	1	2	2
PB.1926.376	2	1	1	3	3
PB.1926.387	190	104	20	279	657
PB.1926.388	13	11	3	31	23
PB.1926.397	11	1	2	17	9
PB.1926.417	4	1	1	2	2
PB.1926.420	1	3	2	1	1
PB.1926.448	4584	2176	2374	10737	21699
PB.1926.449	3	3	1	5	11
PB.1926.450	57	22	23	116	185
PB.1926.453	10	3	5	24	56
PB.1926.461	103	57	70	148	118
PB.1926.464	8	7	2	11	28
PB.1926.478	2	1	1	7	12
PB.1926.479	4	1	1	6	5
PB.1926.483	1	1	1	5	8
PB.1926.501	4	1	1	10	12
PB.1926.521	11	4	3	50	15
PB.1926.788	20	13	5	17	8
PB.1926.798	24	10	15	24	22
PB.1926.802	30	15	7	26	10
PB.1932.1	101	53	47	386	790
PB.1932.4	22	9	4	62	213
PB.1940.2	2	2	1	15	3
PB.1946.4	6	1	2	3	5
PB.1946.18	4	2	1	2	2
PB.1946.57	2	1	1	4	6
PB.1946.90	10	7	5	10	5
PB.1946.100	2	1	1	10	2
PB.1946.105	12	6	5	18	12
PB.1946.106	6	7	3	12	3
PB.1946.121	26	18	13	29	24
PB.1946.144	375	173	53	272	198
PB.1946.160	47	19	15	37	13
PB.1946.172	29	10	6	27	20
PB.1946.206	4	2	1	3	5
PB.1946.213	6	1	1	6	1
PB.1946.224	6	2	1	4	1
PB.1946.234	1	1	1	1	2
PB.1946.244	21	6	13	7	13
PB.1950.2	31	7	14	47	66
PB.1950.4	5	8	3	13	21
PB.1950.6	20	9	9	40	35
PB.1950.7	15	7	5	26	15
PB.1950.8	8	4	3	7	19
PB.1950.13	40	23	9	11	44
PB.1950.19	6	1	1	18	20
PB.1950.29	29	13	4	82	73
PB.1950.34	2	1	1	4	9
PB.1950.75	8	6	2	6	3
PB.1950.138	4	3	4	6	4
PB.1950.142	3	1	4	9	7
PB.1950.154	6	3	2	6	19
PB.1950.244	11	2	2	7	5
PB.1950.264	6	1	1	7	5
PB.1950.311	20	9	2	7	2
PB.1950.312	2250	972	436	915	1625
PB.1950.313	332	58	54	44	63
PB.1950.316	213	74	38	42	41
PB.1950.318	8843	2671	4330	2698	3533
PB.1950.319	494	137	78	111	125
PB.1950.320	56	28	17	20	17
PB.1950.321	60	21	9	4	3
PB.1950.327	105	37	32	58	56
PB.1950.328	69	25	18	39	29
PB.1950.331	49	20	19	11	19
PB.1950.336	52	16	74	38	16
PB.1950.338	18	12	14	24	10
PB.1950.339	25	11	8	9	8
PB.1950.341	89	35	2	13	27
PB.1950.349	3	2	2	1	2
PB.1950.355	34	21	22	27	15
PB.1950.360	3	1	9	3	3
PB.1950.361	2	2	1	2	2
PB.1950.363	38	17	7	27	16
PB.1950.367	8	3	4	1	1
PB.1950.372	11	4	2	5	8
PB.1950.374	6	3	1	2	3
PB.1950.378	14	3	19	10	14
PB.1950.381	3	1	1	2	1
PB.1950.388	6	2	1	4	4
PB.1950.392	23	1	2	9	1
PB.1950.397	8	1	12	3	4
PB.1950.418	15	3	6	2	2
PB.1950.421	31	7	9	9	5
PB.1950.433	7	2	4	3	5
PB.1950.442	2	1	1	1	1
PB.1950.447	7	7	1	3	1
PB.1950.454	2	2	2	3	3
PB.1950.466	1	1	1	2	2
PB.1950.478	14	3	1	4	5
PB.1950.556	6	1	4	1	1
PB.1950.604	8	1	3	2	1
PB.1950.1008	17	5	9	5	11
PB.1950.1059	1	1	4	7	6
PB.1950.1060	5	1	3	3	10
PB.1950.1095	49	15	10	65	49
PB.1950.1106	24	3	3	10	12
PB.1950.1144	7	5	1	14	4
PB.1950.1190	2	2	2	3	4
PB.1950.1193	24	8	5	25	8
PB.1950.1231	15	4	2	9	8
PB.1950.1232	111	31	20	180	141
PB.1950.1256	3	1	1	2	4
PB.1955.1	4	1	1	4	1
PB.1968.10	10	1	2	6	1
PB.1970.1	16	7	2	9	8
PB.1970.67	25	13	3	28	19
PB.1970.70	16	7	9	20	13
PB.1970.78	3	3	1	3	2
PB.1970.80	49	16	6	53	59
PB.1970.88	86	35	25	104	112
PB.1970.90	153	43	17	124	196
PB.1970.108	53	25	4	23	71
PB.1970.118	25	15	2	25	14
PB.1970.124	55	15	7	46	35
PB.1970.127	8	10	3	8	13
PB.1970.147	10	4	3	12	2
PB.1970.155	2	1	1	2	1
PB.1970.212	15	3	1	6	3
PB.1970.216	20	11	5	19	9
PB.1970.219	23	5	4	10	9
PB.1970.221	3	2	1	2	2
PB.1970.222	23	6	5	24	23
PB.1970.224	8	3	2	6	5
PB.1970.232	21	5	5	21	13
PB.1970.240	3	1	1	4	2
PB.1970.260	21	1	4	2	16
PB.1970.293	362	173	50	443	505
PB.1970.299	23	2	2	1	3
PB.1970.316	11	3	3	14	9
PB.1970.328	25	11	7	27	23
PB.1970.340	6	1	1	10	5
PB.1970.343	5	2	1	4	1
PB.1970.355	21	7	2	17	13
PB.1970.363	14	2	1	6	8
PB.1970.364	3	1	1	1	1
PB.1970.370	24	10	5	21	21
PB.1970.371	26	10	3	19	19
PB.1970.378	3	3	2	7	3
PB.1970.385	23	8	3	15	11
PB.1970.387	8	3	2	10	7
PB.1970.395	5	2	1	3	9
PB.1970.397	9	1	2	3	1
PB.1970.480	5	3	1	8	4
PB.1970.509	132	41	25	90	105
PB.1970.541	41	14	2	17	20
PB.1970.545	40	8	4	9	20
PB.1970.566	2	1	2	4	2
PB.1970.614	40	25	2	51	72
PB.1970.618	19	5	2	19	36
